"","airline","Date","CurrDate","n_day","wk_day","av_price","select","week","tri_d","tp","pred","med","q25","q75"
"3011","Spirit Airlines","12/27/2018","2018-12-05",22,"Wednesday",516.865,1,"3",7,"3",478.063728851652,481.085753550107,329.635119577665,726.575104872726
"3012","Spirit Airlines","12/27/2018","2018-12-06",21,"Thursday",475.865,1,"3",7,"3",385.012892904879,387.375090004055,282.602034358213,555.548954518992
"3013","Spirit Airlines","12/27/2018","2018-12-07",20,"Friday",541.87,1,"3",7,"3",408.458175739185,407.18923411516,291.517499909155,603.323110953166
"3014","Spirit Airlines","12/27/2018","2018-12-08",19,"Saturday",566.37,1,"3",6,"3",492.820378059241,493.221124504039,349.541835874515,721.914478706584
"3015","Spirit Airlines","12/28/2018","2018-12-02",26,"Sunday",383.87,1,"4",9,"3",486.862406784931,486.166490314882,338.188546231962,725.543944618768
"3016","Spirit Airlines","12/28/2018","2018-12-03",25,"Monday",314.87,1,"4",8,"3",429.234171371888,435.981411000836,302.460523360819,642.960961280936
"3017","Spirit Airlines","12/28/2018","2018-12-04",24,"Tuesday",394.87,1,"3",8,"3",437.810701814266,440.517481283847,308.790344780294,648.514403725641
"3018","Spirit Airlines","12/28/2018","2018-12-05",23,"Wednesday",373.87,1,"3",8,"3",441.859320240957,442.016479724458,314.482686161639,654.4771714557
"3019","Spirit Airlines","12/28/2018","2018-12-06",22,"Thursday",373.87,1,"3",7,"3",357.069162370678,359.735568269121,261.670923261227,508.84829177666
"3020","Spirit Airlines","12/28/2018","2018-12-07",21,"Friday",459.88,1,"3",7,"3",391.476289973943,393.07615920782,283.68028036274,562.953141556975
"3021","Spirit Airlines","12/28/2018","2018-12-08",20,"Saturday",459.88,1,"3",7,"3",448.505548812069,451.277973872485,316.349465365037,668.289104191488
"3022","Spirit Airlines","12/29/2018","2018-12-02",27,"Sunday",314.87,1,"4",9,"3",463.709284419497,463.55718851921,327.70745220357,689.863210336399
"3023","Spirit Airlines","12/29/2018","2018-12-03",26,"Monday",389.67,1,"4",9,"3",422.079489936755,421.523191534214,300.302573563428,617.908967702663
"3024","Spirit Airlines","12/29/2018","2018-12-04",25,"Tuesday",419.17,1,"4",8,"3",430.612220404316,427.910572198378,304.382828592755,641.578090153412
"3025","Spirit Airlines","12/29/2018","2018-12-05",24,"Wednesday",355.87,1,"3",8,"3",431.431949343629,435.588780900835,306.907533574436,640.992992579181
"3028","Spirit Airlines","12/29/2018","2018-12-08",21,"Saturday",409.87,1,"3",7,"3",441.48830471498,446.713813017321,315.936558979562,651.812336747995
"3029","Spirit Airlines","12/30/2018","2018-12-02",28,"Sunday",296.88,1,"4",9,"3",443.620870507297,447.141611016688,314.990197977642,654.769419211437
"3030","Spirit Airlines","12/30/2018","2018-12-03",27,"Monday",370.165,1,"4",9,"3",399.23605212601,400.672157885779,286.344425435808,580.426257845157
"3031","Spirit Airlines","12/30/2018","2018-12-04",26,"Tuesday",370.165,1,"4",9,"3",411.266670383883,412.261035742158,296.283566785031,597.253343112243
"3032","Spirit Airlines","12/30/2018","2018-12-05",25,"Wednesday",355.87,1,"4",8,"3",415.711958122878,412.345293379576,295.618049949906,613.51624996835
"3033","Spirit Airlines","12/30/2018","2018-12-06",24,"Thursday",338.87,1,"3",8,"3",333.337629173951,333.414174922622,246.820206507201,477.196250539225
"3034","Spirit Airlines","12/30/2018","2018-12-07",23,"Friday",389.87,1,"3",8,"3",355.509617550658,355.289791308624,259.267380156374,505.46179626817
"3036","Spirit Airlines","12/31/2018","2018-12-02",29,"Sunday",372.795,1,"4",10,"3",382.441112024322,380.898357302897,277.594096378571,559.681941097575
"3037","Spirit Airlines","12/31/2018","2018-12-03",28,"Monday",369.5475,1,"4",9,"3",346.909077387339,344.097385817268,255.346174810866,495.73835128761
"3038","Spirit Airlines","12/31/2018","2018-12-04",27,"Tuesday",369.5475,1,"4",9,"3",355.785333662358,359.104402462657,263.15023190103,499.541448829752
"3039","Spirit Airlines","12/31/2018","2018-12-05",26,"Wednesday",379.212,1,"4",9,"3",360.89330310809,363.134051830259,263.206639513098,522.334292559297
"3040","Spirit Airlines","12/31/2018","2018-12-06",25,"Thursday",364.07,1,"4",8,"3",297.593199732303,296.59741061623,225.713166358627,418.062184744782
"3041","Spirit Airlines","12/31/2018","2018-12-08",23,"Saturday",365.733333333333,1,"3",8,"3",361.102743561423,366.432825611645,266.328589337053,514.573908256514
"3042","Sun Country Airlines","01/01/2019","2018-12-02",30,"Sunday",299.53,1,"4",10,"3",409.990854023606,412.545564399127,295.840313354813,598.213900618938
"3043","Sun Country Airlines","01/01/2019","2018-12-04",28,"Tuesday",555.06,1,"4",9,"3",380.111903560397,380.265964696034,275.807068039176,553.533415528283
"3044","Sun Country Airlines","01/01/2019","2018-12-06",26,"Thursday",254.4,1,"4",9,"3",320.207044537347,319.626886195346,240.797188010233,448.239196571815
"3045","Sun Country Airlines","01/01/2019","2018-12-07",25,"Friday",299.4,1,"4",8,"3",335.200387850449,335.274064237669,248.065133596824,477.684132792092
"3047","Sun Country Airlines","01/02/2019","2018-12-03",30,"Monday",400.6,1,"4",10,"3",382.929541189166,380.928114039592,275.444203886875,559.490068862775
"3048","Sun Country Airlines","01/02/2019","2018-12-04",29,"Tuesday",400.6,1,"4",10,"3",390.899129715451,390.063311773036,281.974651173296,578.071246868477
"3049","Sun Country Airlines","01/02/2019","2018-12-05",28,"Wednesday",363.6,1,"4",9,"3",399.055222750474,393.768087999407,288.058037727027,586.063662422289
"3050","Sun Country Airlines","01/02/2019","2018-12-06",27,"Thursday",721.6,1,"4",9,"3",329.443357075752,330.90269286813,243.582511582412,465.394114317781
"3051","Sun Country Airlines","01/02/2019","2018-12-07",26,"Friday",360.8,1,"4",9,"3",346.467982764688,348.391931010568,254.736860552086,495.371599153555
"3054","Sun Country Airlines","01/03/2019","2018-12-03",31,"Monday",266.39,1,"4",10,"3",323.878215876992,325.512160536046,241.413271571757,457.616758086762
"3055","Sun Country Airlines","01/03/2019","2018-12-04",30,"Tuesday",266.39,1,"4",10,"3",333.51330694852,330.047712585773,248.812288967689,470.849636299396
"3056","Sun Country Airlines","01/03/2019","2018-12-05",29,"Wednesday",266.39,1,"4",10,"3",343.713906736009,343.272966251674,253.287216836354,497.165242863653
"3057","Sun Country Airlines","01/03/2019","2018-12-06",28,"Thursday",266.39,1,"4",9,"3",287.199960621181,290.469259577014,218.663375133273,400.780807831353
"3058","Sun Country Airlines","01/03/2019","2018-12-07",27,"Friday",266.39,1,"4",9,"3",296.022189927425,297.459879460307,224.841982460113,409.607261415931
"3059","Sun Country Airlines","01/03/2019","2018-12-08",26,"Saturday",293.4,1,"4",9,"3",343.798145324956,346.368992770843,251.815556067605,492.722400943728
"3060","Sun Country Airlines","01/04/2019","2018-12-02",33,"Sunday",233.6,1,"5",11,"3",286.092413097819,285.838964721198,217.484861310176,394.483251609631
"3061","Sun Country Airlines","01/04/2019","2018-12-03",32,"Monday",233.6,1,"5",11,"3",263.728127677006,263.97784968125,204.620362420321,360.001693968545
"3062","Sun Country Airlines","01/04/2019","2018-12-04",31,"Tuesday",233.6,1,"4",10,"3",284.38377236361,283.327121946466,216.641065368815,394.707245016068
"3063","Sun Country Airlines","01/04/2019","2018-12-05",30,"Wednesday",233.6,1,"4",10,"3",287.256910693385,287.276557704176,217.196812134701,395.263473525622
"3066","Sun Country Airlines","01/06/2019","2018-12-02",35,"Sunday",209.595,1,"5",12,"3",290.094326291084,292.294189155888,221.603739652087,404.817621122536
"3067","Sun Country Airlines","01/06/2019","2018-12-03",34,"Monday",209.595,1,"5",11,"3",265.931292576756,262.416450213988,205.48717163722,367.068929868159
"3068","Sun Country Airlines","01/06/2019","2018-12-04",33,"Tuesday",209.595,1,"5",11,"3",275.603025578618,273.716995734326,212.562848932552,377.068767151185
"3069","Sun Country Airlines","01/06/2019","2018-12-05",32,"Wednesday",199.6,1,"5",11,"3",273.649783473144,274.854330766004,213.014415360605,378.193422995937
"3070","Sun Country Airlines","01/06/2019","2018-12-06",31,"Thursday",199.6,1,"4",10,"3",246.0508592139,246.157501706467,193.829882000911,332.703217587846
"3073","Sun Country Airlines","01/07/2019","2018-12-02",36,"Sunday",162.8,1,"5",12,"4",198.533358913738,198.302617931207,165.483490633707,251.577585067091
"3074","Sun Country Airlines","01/07/2019","2018-12-03",35,"Monday",162.8,1,"5",12,"3",190.630268998001,190.358154743406,160.203619307953,240.600613493757
"3075","Sun Country Airlines","01/07/2019","2018-12-04",34,"Tuesday",162.8,1,"5",11,"3",193.23472505295,191.686159054515,162.308522356007,245.678998310145
"3077","Sun Country Airlines","01/07/2019","2018-12-06",32,"Thursday",170.81,1,"5",11,"3",174.112141084601,175.206913766469,150.600022118039,212.822790460598
"3078","Sun Country Airlines","01/07/2019","2018-12-07",31,"Friday",182.8,1,"4",10,"3",184.824993092465,184.66861816915,156.636462298504,229.85592459954
"3079","Sun Country Airlines","01/07/2019","2018-12-08",30,"Saturday",182.8,1,"4",10,"3",202.715608513382,202.390469149392,168.005817595753,261.851840340951
"3081","Sun Country Airlines","01/17/2019","2018-12-03",45,"Monday",266.39,1,"6",15,"4",137.478639906617,137.178422628248,128.248753463568,153.024666420404
"3082","Sun Country Airlines","01/20/2019","2018-12-08",43,"Saturday",454.2,1,"6",14,"4",244.731122847563,244.824347424445,193.863674277148,324.288499897756
"3083","Sun Country Airlines","01/21/2019","2018-12-03",49,"Monday",162.8,1,"7",16,"4",142.169741594934,142.078579442994,130.947443059073,160.65458641393
"3085","Sun Country Airlines","01/21/2019","2018-12-08",44,"Saturday",218.81,1,"6",15,"4",142.078074425206,141.955576702428,131.101050077616,159.812274562212
"3086","Sun Country Airlines","01/22/2019","2018-12-02",51,"Sunday",122.8,1,"7",17,"4",165.755852320899,165.674160823587,145.164154218033,198.385331846965
"3088","Sun Country Airlines","01/25/2019","2018-12-02",54,"Sunday",233.6,1,"8",18,"4",192.970864711566,192.510045768378,161.695350128656,242.714905606181
"3089","Sun Country Airlines","01/25/2019","2018-12-03",53,"Monday",233.6,1,"8",18,"4",180.069928207561,180.492093937953,153.748476113385,223.323654407181
"3092","Sun Country Airlines","01/27/2019","2018-12-02",56,"Sunday",876.8,1,"8",19,"5",188.522369910199,187.751302432023,158.725977008767,236.486719017079
"3093","Sun Country Airlines","01/27/2019","2018-12-08",50,"Saturday",454.2,1,"7",17,"4",173.916653688317,173.238642836728,150.625796462546,212.369805169906
"3094","Sun Country Airlines","01/28/2019","2018-12-03",56,"Monday",162.8,1,"8",19,"5",170.085526836816,170.192771828725,147.776770134774,207.245776494834
"3095","Sun Country Airlines","01/28/2019","2018-12-05",54,"Wednesday",285.8,1,"8",18,"4",175.102494894829,174.923696884444,150.916789580993,216.193673745629
"3096","Sun Country Airlines","01/28/2019","2018-12-07",52,"Friday",190.8,1,"7",17,"4",157.191453923844,157.195864116423,140.377056002829,186.268293885083
"3097","Sun Country Airlines","01/28/2019","2018-12-08",51,"Saturday",218.81,1,"7",17,"4",168.050494467987,167.237960397525,146.697747028596,204.237630194479
"3098","Sun Country Airlines","01/29/2019","2018-12-02",58,"Sunday",122.8,1,"8",19,"5",129.539022341204,129.350078134603,123.290117768115,139.500758558789
"3099","Sun Country Airlines","01/29/2019","2018-12-03",57,"Monday",236.203333333333,1,"8",19,"5",127.198842591908,127.236530178884,121.973322444765,135.972586430749
"3101","Sun Country Airlines","01/30/2019","2018-12-08",53,"Saturday",200.8,1,"8",18,"4",237.727902896208,235.571246682535,188.514106235921,317.04306792896
"3105","Sun Country Airlines","02/03/2019","2018-12-08",57,"Saturday",454.2,1,"8",19,"5",263.917877233684,265.672978641295,206.111802470467,358.298346595812
"3106","Sun Country Airlines","02/04/2019","2018-12-03",63,"Monday",162.8,1,"9",21,"5",190.485955057512,190.783530944312,160.145627202337,240.548106160123
"3107","Sun Country Airlines","02/04/2019","2018-12-05",61,"Wednesday",285.8,1,"9",20,"5",196.02849235524,195.240968789341,163.194816414938,251.058893942094
"3108","Sun Country Airlines","02/04/2019","2018-12-07",59,"Friday",190.8,1,"8",20,"5",162.299320216246,161.861675809576,142.858371000734,194.672005219908
"3109","Sun Country Airlines","02/04/2019","2018-12-08",58,"Saturday",218.81,1,"8",19,"5",176.521479253441,176.615018818067,152.391953504281,218.038888564707
"3110","Sun Country Airlines","02/05/2019","2018-12-02",65,"Sunday",122.8,1,"9",22,"5",227.965871306288,228.796407478469,183.484618540723,300.347080076768
"3111","Sun Country Airlines","02/05/2019","2018-12-03",64,"Monday",236.203333333333,1,"9",21,"5",214.33185622645,212.739110509875,176.060188971181,276.078758324829
"3112","Sun Country Airlines","02/06/2019","2018-12-08",60,"Saturday",200.8,1,"9",20,"5",182.371779987866,181.232482639381,155.440025749391,224.360132184161
"3115","Sun Country Airlines","02/10/2019","2018-12-08",64,"Saturday",454.2,1,"9",21,"5",198.637472771377,199.45776635689,165.638706252098,251.955013242227
"3116","Sun Country Airlines","02/11/2019","2018-12-07",66,"Friday",190.8,1,"9",22,"5",186.913631021434,187.476203735306,157.881602956448,234.638101069558
"3117","Sun Country Airlines","02/11/2019","2018-12-08",65,"Saturday",218.81,1,"9",22,"5",206.081784986914,205.969284135149,170.074378469055,267.605276801421
"3118","Sun Country Airlines","02/12/2019","2018-12-02",72,"Sunday",122.8,1,"10",24,"5",150.663258519611,150.071499634883,136.059943410701,174.704360671653
"3120","Sun Country Airlines","02/15/2019","2018-12-02",75,"Sunday",233.6,1,"11",25,"5",343.545166004783,341.88095560688,252.66559635322,494.365732092923
"3121","Sun Country Airlines","02/18/2019","2018-12-03",77,"Monday",162.8,1,"11",26,"5",193.647071855446,193.964976620293,161.618494685953,245.866992651944
"3122","Sun Country Airlines","02/19/2019","2018-12-02",79,"Sunday",122.8,1,"11",26,"5",177.854282635155,179.119790308677,152.729177595589,218.561699589425
"3123","Sun Country Airlines","02/19/2019","2018-12-03",78,"Monday",236.203333333333,1,"11",26,"5",168.569193772879,168.503807003188,146.891466105141,204.222872813713
"3125","Sun Country Airlines","02/24/2019","2018-12-08",78,"Saturday",454.2,1,"11",26,"5",288.05731729034,288.405358593562,220.480689188709,400.406825650846
"3126","Sun Country Airlines","02/25/2019","2018-12-07",80,"Friday",190.8,1,"11",27,"5",187.258363270807,187.118490195828,159.15958499484,234.199520607909
"3127","Sun Country Airlines","02/25/2019","2018-12-08",79,"Saturday",218.81,1,"11",26,"5",205.660123445553,204.762035321674,169.193110703323,267.198141227888
"3128","Sun Country Airlines","02/26/2019","2018-12-02",86,"Sunday",122.8,1,"12",29,"5",222.876192087994,221.188732849077,179.246171338886,290.548745929816
"3129","Sun Country Airlines","02/26/2019","2018-12-03",85,"Monday",236.203333333333,1,"12",28,"5",206.672325966929,207.434146009918,169.916944237228,267.542446666786
"3132","Sun Country Airlines","02/28/2019","2018-12-03",87,"Monday",266.39,1,"12",29,"5",150.220222747633,150.689184567446,136.136791684328,172.366632847652
"3136","Sun Country Airlines","03/03/2019","2018-12-02",91,"Sunday",876.8,1,"13",30,"5",267.643406239863,265.627008027463,207.68978340798,364.695042001001
"3137","Sun Country Airlines","03/03/2019","2018-12-03",90,"Monday",438.59,1,"13",30,"5",248.662705532202,248.628144718041,193.906420823898,337.793089939978
"3138","Sun Country Airlines","03/03/2019","2018-12-08",85,"Saturday",454.2,1,"12",28,"5",223.794990167782,223.807404221986,181.500746864398,296.113495605929
"3140","Sun Country Airlines","03/05/2019","2018-12-02",93,"Sunday",122.8,1,"13",31,"5",220.789893317348,220.089933683165,177.711610210953,290.473828596459
"3141","Sun Country Airlines","03/05/2019","2018-12-03",92,"Monday",236.203333333333,1,"13",31,"5",207.643759848406,206.712084582847,170.966664709115,267.891482787091
"3143","Sun Country Airlines","03/07/2019","2018-12-03",94,"Monday",266.39,1,"13",31,"5",276.760796944257,276.925966430768,213.995430653326,384.650993905786
"3147","Sun Country Airlines","03/10/2019","2018-12-02",98,"Sunday",876.8,1,"14",33,"5",284.077165807229,285.268202306311,215.6690534372,398.210144331715
"3148","Sun Country Airlines","03/10/2019","2018-12-03",97,"Monday",438.59,1,"14",32,"5",264.345058650478,267.0414408631,203.519458726806,365.130001323561
"3149","Sun Country Airlines","03/10/2019","2018-12-08",92,"Saturday",454.2,1,"13",31,"5",252.104525208906,252.447189507307,196.511529583075,344.013175552177
"3150","Sun Country Airlines","03/11/2019","2018-12-03",98,"Monday",162.8,1,"14",33,"5",147.150140468583,146.873707087845,133.180451156972,171.104218221005
"3151","Sun Country Airlines","03/11/2019","2018-12-05",96,"Wednesday",285.8,1,"14",32,"5",148.946189476107,148.402502181251,134.644146265783,173.030831386423
"3152","Sun Country Airlines","03/11/2019","2018-12-07",94,"Friday",190.8,1,"13",31,"5",138.058433356573,138.390564837996,128.331158048652,154.63758830263
"3153","Sun Country Airlines","03/11/2019","2018-12-08",93,"Saturday",218.81,1,"13",31,"5",145.162844502196,145.266932952371,131.971085495383,167.738512388054
"3154","Sun Country Airlines","03/12/2019","2018-12-02",100,"Sunday",122.8,1,"14",33,"5",217.843397081041,219.934955406253,175.210301166412,290.934156790839
"3155","Sun Country Airlines","03/12/2019","2018-12-03",99,"Monday",236.203333333333,1,"14",33,"5",203.383294657177,202.61695928378,166.345477985876,267.930642858043
"3159","Sun Country Airlines","03/14/2019","2018-12-03",101,"Monday",266.39,1,"14",34,"5",244.44215874291,245.901246039965,172.679037182555,408.240807497876
"3162","Sun Country Airlines","03/16/2019","2018-12-06",100,"Thursday",649.4,1,"14",33,"5",216.878236633938,217.663632512759,159.438302240953,350.018633284578
"3163","Sun Country Airlines","03/17/2019","2018-12-08",99,"Saturday",454.2,1,"14",33,"5",255.476605089222,254.046563294123,175.093921223746,432.943074876947
"3164","Sun Country Airlines","03/18/2019","2018-12-07",101,"Friday",190.8,1,"14",34,"5",227.154667258643,225.689872762618,164.030436362784,365.501943425765
"3165","Sun Country Airlines","03/18/2019","2018-12-08",100,"Saturday",218.81,1,"14",33,"5",254.238318825541,256.748172143707,176.661086951699,430.815976020094
"3166","Sun Country Airlines","03/20/2019","2018-12-08",102,"Saturday",200.8,1,"15",34,"5",263.938063918854,262.390530671642,178.28317394836,465.085936563513
"3168","Sun Country Airlines","12/06/2018","2018-12-03",3,"Monday",172.81,1,"0",1,"1",178.383171256177,178.381391434955,152.811733559239,221.619427552962
"3169","Sun Country Airlines","12/06/2018","2018-12-04",2,"Tuesday",172.81,1,"0",1,"1",181.365573261964,181.122296715648,154.948108782236,224.792384617086
"3170","Sun Country Airlines","12/07/2018","2018-12-02",5,"Sunday",190.8,1,"1",2,"2",182.611258554734,181.071622177187,155.065756256694,225.743618632866
"3171","Sun Country Airlines","12/10/2018","2018-12-02",8,"Sunday",122.8,1,"1",3,"2",155.277162986439,155.755018608287,139.04779203221,181.331349801607
"3172","Sun Country Airlines","12/10/2018","2018-12-03",7,"Monday",122.8,1,"1",2,"2",150.942372863411,150.857120202447,136.084501031834,174.991889636077
"3173","Sun Country Airlines","12/10/2018","2018-12-04",6,"Tuesday",147.8,1,"1",2,"2",152.354246030375,151.881360971932,137.375270617539,177.073481878842
"3174","Sun Country Airlines","12/10/2018","2018-12-05",5,"Wednesday",147.8,1,"1",2,"2",153.325050578986,153.010691645065,137.462308418773,178.841573164761
"3175","Sun Country Airlines","12/10/2018","2018-12-06",4,"Thursday",190.8,1,"1",1,"2",143.456280990856,143.179006014047,132.129817189957,162.455859036828
"3176","Sun Country Airlines","12/10/2018","2018-12-07",3,"Friday",190.8,1,"0",1,"1",158.592559173594,158.360121156185,141.291258522511,187.212061723357
"3178","Sun Country Airlines","12/11/2018","2018-12-02",9,"Sunday",122.8,1,"1",3,"2",144.927218831058,144.602312252689,133.118573723411,164.316766841121
"3179","Sun Country Airlines","12/11/2018","2018-12-03",8,"Monday",122.8,1,"1",3,"2",141.691344570882,141.405750414946,131.149353720226,159.038172614464
"3180","Sun Country Airlines","12/11/2018","2018-12-04",7,"Tuesday",122.8,1,"1",2,"2",143.013959009713,142.382924475654,131.647067277917,161.473865174897
"3184","Sun Country Airlines","12/12/2018","2018-12-03",9,"Monday",157.8,1,"1",3,"2",134.395844361428,134.29749594142,126.279677881964,147.536535587126
"3185","Sun Country Airlines","12/12/2018","2018-12-04",8,"Tuesday",157.8,1,"1",3,"2",135.482761698789,135.465143278137,126.968355980113,149.483771529553
"3186","Sun Country Airlines","12/12/2018","2018-12-05",7,"Wednesday",147.8,1,"1",2,"2",135.831682133555,135.877603681865,127.330259402174,149.717654744193
"3188","Sun Country Airlines","12/12/2018","2018-12-07",5,"Friday",172.81,1,"1",2,"2",132.44985744942,132.678516840315,125.004437505712,144.579031918717
"3189","Sun Country Airlines","12/12/2018","2018-12-08",4,"Saturday",200.8,1,"1",1,"2",136.946989974499,136.970870001103,127.888184514653,152.287444531568
"3190","Sun Country Airlines","12/14/2018","2018-12-04",10,"Tuesday",172.81,1,"1",3,"2",162.135324640632,162.593359443286,143.42205076856,193.213901169475
"3191","Sun Country Airlines","12/16/2018","2018-12-03",13,"Monday",196.4,1,"2",4,"2",179.762391305149,179.034658208613,153.752650976128,221.907719883776
"3192","Sun Country Airlines","12/16/2018","2018-12-05",11,"Wednesday",196.4,1,"2",4,"2",183.527166130732,183.428801138116,156.104911002244,231.053124931715
"3193","Sun Country Airlines","12/16/2018","2018-12-07",9,"Friday",196.4,1,"1",3,"2",171.424644926714,172.179952998781,149.025673706043,206.750250173966
"3195","Sun Country Airlines","12/17/2018","2018-12-03",14,"Monday",172.81,1,"2",5,"2",171.013004664987,170.805526789223,148.610387834236,206.778838959454
"3196","Sun Country Airlines","12/18/2018","2018-12-02",16,"Sunday",246.4,1,"2",5,"2",252.688918150119,251.387406214551,198.21585713768,342.022047052959
"3197","Sun Country Airlines","12/18/2018","2018-12-03",15,"Monday",236.203333333333,1,"2",5,"2",232.707834882694,233.714914935089,186.160727824533,311.476480958611
"3199","Sun Country Airlines","12/18/2018","2018-12-05",13,"Wednesday",222.1,1,"2",4,"2",246.644064933546,244.960384094283,193.292452738102,330.007692641703
"3200","Sun Country Airlines","12/18/2018","2018-12-06",12,"Thursday",236.203333333333,1,"2",4,"2",213.030592974293,212.570660737565,173.857262239144,276.615535018334
"3201","Sun Country Airlines","12/18/2018","2018-12-07",11,"Friday",258.41,1,"2",4,"2",219.082227280043,219.273459050295,176.67382927977,290.035087641193
"3202","Sun Country Airlines","12/19/2018","2018-12-02",17,"Sunday",268.105,1,"2",6,"2",362.748341893907,362.379793351281,263.58336928477,519.394945023519
"3203","Sun Country Airlines","12/19/2018","2018-12-03",16,"Monday",253.196666666667,1,"2",5,"2",333.064831723081,331.781809354479,247.170182664352,475.169052542971
"3204","Sun Country Airlines","12/19/2018","2018-12-05",14,"Wednesday",310.095,1,"2",5,"2",350.762923703551,351.29108064036,257.156454727933,501.095397907858
"3205","Sun Country Airlines","12/19/2018","2018-12-06",13,"Thursday",297.8,1,"2",4,"2",287.042635769973,286.28461141519,220.180832631416,400.525783549582
"3206","Sun Country Airlines","12/19/2018","2018-12-08",11,"Saturday",370.4,1,"2",4,"2",355.906651405195,356.608529168606,259.59503187812,510.362377260358
"3207","Sun Country Airlines","12/20/2018","2018-12-02",18,"Sunday",489.913333333333,1,"3",6,"3",475.392714881496,475.694498448819,331.140488393083,705.492843747541
"3208","Sun Country Airlines","12/20/2018","2018-12-03",17,"Monday",364.8,1,"2",6,"2",494.410031116147,496.759339212756,340.849712988024,734.694750394842
"3209","Sun Country Airlines","12/20/2018","2018-12-04",16,"Tuesday",407.16,1,"2",5,"2",529.53494379396,525.656138791906,368.271129462198,788.770637284167
"3210","Sun Country Airlines","12/20/2018","2018-12-05",15,"Wednesday",394.906666666667,1,"2",5,"2",534.450129577955,535.352598673305,373.088448779663,806.716884172915
"3211","Sun Country Airlines","12/20/2018","2018-12-06",14,"Thursday",397.8,1,"2",5,"2",429.004126636722,429.683030601525,304.416101466701,632.164717158677
"3212","Sun Country Airlines","12/20/2018","2018-12-07",13,"Friday",449.1,1,"2",4,"2",458.29955892277,457.833143339505,324.593909401493,680.059166187301
"3214","Sun Country Airlines","12/21/2018","2018-12-02",19,"Sunday",533.05,1,"3",6,"3",567.53005388887,567.730633954331,383.66054423318,869.92099926807
"3215","Sun Country Airlines","12/21/2018","2018-12-03",18,"Monday",462.85,1,"3",6,"3",512.529251918063,511.76998734112,354.393146861972,771.056136744799
"3216","Sun Country Airlines","12/21/2018","2018-12-04",17,"Tuesday",462.85,1,"2",6,"2",643.197038796969,642.69366527396,437.607866277011,983.430521069364
"3217","Sun Country Airlines","12/21/2018","2018-12-05",16,"Wednesday",635.85,1,"2",5,"2",659.705830197518,655.45075394386,453.381990326905,989.304511433654
"3218","Sun Country Airlines","12/21/2018","2018-12-06",15,"Thursday",564.355,1,"2",5,"2",524.436201934985,528.85849063529,368.261490338452,789.951347373625
"3220","Sun Country Airlines","12/21/2018","2018-12-08",13,"Saturday",616.583333333333,1,"2",4,"2",678.821679654655,674.393620924003,451.078253927132,1054.35223092893
"3221","Sun Country Airlines","12/22/2018","2018-12-02",20,"Sunday",649.4,1,"3",7,"3",659.322034187606,656.004569620118,447.785619485462,996.338395941613
"3222","Sun Country Airlines","12/22/2018","2018-12-03",19,"Monday",549.4,1,"3",6,"3",578.730613800416,578.780903171469,393.672981345897,885.547043442644
"3223","Sun Country Airlines","12/22/2018","2018-12-05",17,"Wednesday",549.4,1,"2",6,"2",741.543971945869,736.104864944886,491.27273115597,1167.48888231848
"3224","Sun Country Airlines","12/22/2018","2018-12-06",16,"Thursday",649.4,1,"2",5,"2",576.472836187323,569.966394673137,393.725765115316,869.432295297971
"3225","Sun Country Airlines","12/22/2018","2018-12-07",15,"Friday",549.4,1,"2",5,"2",627.442998852079,630.03664302806,424.579942639015,959.661052344176
"3226","Sun Country Airlines","12/23/2018","2018-12-02",21,"Sunday",876.8,1,"3",7,"3",485.309244645847,485.552865892144,335.307297944075,728.916779750507
"3227","Sun Country Airlines","12/23/2018","2018-12-03",20,"Monday",422.866666666667,1,"3",7,"3",432.000970381336,432.199320855272,308.950523761963,641.993398254855
"3228","Sun Country Airlines","12/23/2018","2018-12-04",19,"Tuesday",422.866666666667,1,"3",6,"3",447.0107553764,445.353047256633,320.041581972648,657.351022589454
"3229","Sun Country Airlines","12/23/2018","2018-12-05",18,"Wednesday",429.53,1,"3",6,"3",456.546915814553,457.039932777793,323.162970652693,680.864969705594
"3230","Sun Country Airlines","12/23/2018","2018-12-07",16,"Friday",440.2,1,"2",5,"2",462.716270786048,460.363294266549,328.291028386941,677.761994883818
"3231","Sun Country Airlines","12/23/2018","2018-12-08",15,"Saturday",454.2,1,"2",5,"2",545.537656210952,542.9620411951,372.163930924441,831.247603651142
"3232","Sun Country Airlines","12/24/2018","2018-12-02",22,"Sunday",855.6,1,"3",7,"3",427.183410736489,429.958613846063,302.269570501377,630.173915389776
"3233","Sun Country Airlines","12/24/2018","2018-12-04",20,"Tuesday",394.79,1,"3",7,"3",396.611568129746,396.507077039324,286.755656586696,581.813799102575
"3234","Sun Country Airlines","12/24/2018","2018-12-05",19,"Wednesday",350.79,1,"3",6,"3",397.926806869938,392.641882693685,284.553040189871,585.643391772224
"3235","Sun Country Airlines","12/24/2018","2018-12-08",16,"Saturday",454.8,1,"2",5,"2",482.403692910177,485.867357718232,339.048632735796,714.881578662806
"3237","Sun Country Airlines","12/26/2018","2018-12-02",24,"Sunday",558.775,1,"3",8,"3",522.839253316283,522.946452368366,360.936297395235,786.082673092286
"3238","Sun Country Airlines","12/26/2018","2018-12-03",23,"Monday",542.275,1,"3",8,"3",470.307878829511,473.917264148186,328.496552523694,699.377083761377
